1 -0.33 0.15 1.09	2 0.20 0.03 0.42
1 -0.33 0.13 1.35	2 0.21 0.20 0.46
1 -0.33 0.06 1.30	2 0.21 0.21 0.34
1 -0.32 0.18 1.71	2 0.22 0.23 -0.18
1 -0.32 0.12 1.66	2 0.22 0.12 -0.13
1 -0.31 0.19 1.74	2 0.23 0.10 0.03
1 -0.31 0.23 1.23	2 0.23 -0.01 0.51
1 -0.30 0.22 1.44	2 0.23 0.11 0.62
1 -0.29 0.16 1.24	2 0.23 0.15 0.51
1 -0.29 0.26 1.53	2 0.24 0.16 0.01
1 -0.28 0.23 1.33	2 0.24 0.04 0.08
1 -0.27 0.29 1.66	2 0.24 0.01 0.34
1 -0.27 0.23 1.23	2 0.24 0.04 0.51
1 -0.26 0.23 1.67	2 0.25 0.09 0.18
1 -0.25 0.22 1.45	2 0.25 -0.02 -0.01
1 -0.25 0.28 1.78	2 0.25 -0.05 0.07
1 -0.24 0.23 1.27	2 0.25 0.03 0.08
1 -0.23 0.30 1.61	2 0.25 -0.02 0.09
1 -0.22 0.22 1.34	2 0.25 0.01 0.00
1 -0.21 0.28 1.89	2 0.25 -0.01 -0.14
1 -0.21 0.21 1.57	2 0.25 0.06 -0.34
1 -0.20 0.28 1.86	2 0.25 0.01 -0.45
1 -0.19 0.29 1.63	2 0.25 -0.01 -0.76
1 -0.18 0.27 1.91	2 0.25 -0.04 -1.00
1 -0.17 0.23 1.73	2 0.24 -0.09 -1.28
1 -0.17 0.31 1.66	2 0.24 -0.22 -0.89
1 -0.16 0.29 1.28	2 0.24 -0.20 -0.57
1 -0.15 0.27 1.63	2 0.23 -0.07 -0.31
1 -0.14 0.23 1.20	2 0.23 -0.02 -0.71
1 -0.13 0.28 1.75	2 0.23 -0.12 -0.78
1 -0.13 0.18 1.63	2 0.22 -0.15 -1.10
1 -0.12 0.27 2.11	2 0.22 -0.19 -0.87
1 -0.11 0.28 1.95	2 0.21 -0.21 -0.87
1 -0.11 0.24 2.03	2 0.21 -0.22 -0.41
1 -0.10 0.19 1.75	2 0.20 -0.14 -0.75
